query_id,customer_text,source_timestamp,source_split,gold_intent,intent_annotation_method,expected_resolution,resolution_source,resolution_confidence,gold_retrieval_relevance,gold_auto_handle_decision,decision_reason,difficulty,annotation_source,human_reviewed
performance_issue_010,Yet again I can’t get a single photo off my iCloud. Thanks @AppleSupport ☺️,,validation,performance_issue,candidate_label,@641748 We're here to help. Which device and software version are you using to view your iCloud Photos? Are you getting an error message?,historical_response,0.85,,,,medium,automated,False
performance_issue_011,@applesupport iPhone is abnormally slow after the upgrade,,validation,performance_issue,candidate_label,@709693 Thanks for reaching out! That’s not the experience we want you to have with your iPhone. Let us know which version of iOS you’re running in DM. We’ll take a closer look at this with you there.,historical_response,0.85,,,,medium,automated,False
performance_issue_012,@AppleSupport My iphone 7plus battery drains so fast...i just bought it last feb 2017,,validation,performance_issue,candidate_label,"@723513 We can help with battery life. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",historical_response,0.85,,,,medium,automated,False
performance_issue_013,Thanks @115858 i think the updates have made my phone slower...,,validation,performance_issue,candidate_label,"@698199 We can help out! Which device is this on and what exactly do you see occurring? The more detail we can get on this, the better equipped we will be to assist you. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
performance_issue_014,My phone battery draining from 80-30% in a span of MINUTES 😕. Fix it @115858,,validation,performance_issue,candidate_label,@696206 That’s unexpected. Meet us in DM with the iPhone model and installed iOS version. We’ll take a closer look into this together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
performance_issue_015,@AppleSupport iPhone 8 Plus. Hewlett-Packard. But my photos are saved on iCloud how do I get them back on my phone,,validation,performance_issue,candidate_label,@669068 Thanks. Go ahead and meet us in DM letting us know if your phone is signed in to iCloud or not in Settings &gt; (Your Name) &gt; iCloud and we can work together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
performance_issue_016,@AppleSupport I’ve been experiencing enormous lag in my iPhone 6 (16 GB) after updating it to iOS 11. Any comments?,,validation,performance_issue,candidate_label,@666128 We're happy to assist. Can you send us a DM with the specifics of what you're experiencing? https://t.co/GDrqU2kzhr,historical_response,0.85,,,,medium,automated,False
performance_issue_017,"When did @115858 phones start lagging?
iPhone SE started lagging after latest iOS update. Intentional @AppleSupport ?
So that I upgrade my phone?",,validation,performance_issue,candidate_label,@149326 We're here to help figure out what's happening with your iPhone SE. Which iOS update do you have installed? Do you notice the lagging when performing specific tasks? How about during specific ,historical_response,0.85,,,,medium,automated,False
performance_issue_018,@AppleSupport what does it mean when it optimises photos does it reduce the quality when I upload it to my iCloud photos or does it reudce the quality on my camera roll please explain 🤨 https://t.co/sfMHBsZDI0,,validation,performance_issue,candidate_label,"@714351 iCloud Photo Library keeps all of your photos and videos in their original, high-resolution version. You can save space on your iPhone when you turn on Optimize Storage. Check out more info he",historical_response,0.85,,,,medium,automated,False
performance_issue_019,@AppleSupport I have to use my camera for work to send photos from events. The update messaging up the order is a big issue. Pls reply ASAP,,validation,performance_issue,candidate_label,@685855 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
performance_issue_020,Why is my iPhone battery draining so fast after this update that also broke the letter EYE. 👎🏻📱🤦🏻‍♀️ @115858,,validation,performance_issue,candidate_label,"@680377 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",historical_response,0.85,,,,medium,automated,False
performance_issue_021,ok i restarted it and now my phone is burning hot? @115858 explain this,,validation,performance_issue,candidate_label,@769781 We'd like to help. Could you meet us in DM to investigate? https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
performance_issue_022,"@AppleSupport my iPhone X has been restoring from back up for almost 36 hrs. I’ve already lost my photos, I’m getting duplicate texts, and I can’t upgrade the software because it’s still fucking restoring.  FIX THIS BULLSHIT",,validation,performance_issue,candidate_label,"@572895 We want you to be able to enjoy your iPhone X, and we can understand your frustration.  Please send us a DM so we can assist. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
performance_issue_023,Ever since updating to @115858 STUPID IOS 11 my #iphone 6plus runs like Shit and typing on anything is laggy as hell. Pissed off. GOOD UPDATE GUYS,,validation,performance_issue,candidate_label,@719139 We'd like to know more about what you're experiencing with your iPhone. Please meet us in DM with the details. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
performance_issue_024,@AppleSupport running new ios very much slower then the previous on my iPhone 5s... Pls help me out,,validation,performance_issue,candidate_label,"@775331 We're here to help! Send us a DM with your current iOS version, and we'll take a closer look together there. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
account_signin_000,"@115858 hello there called apple hotline and asked me to backup and erase my iphone. After restoring, I can't log onto iCloud.. can someone help?",,validation,account_signin,candidate_label,"@708482 We can definitely partner with you to help get you signed in to iCloud. To help isolate the issue, do you get an error message when trying to sign in?",historical_response,0.85,,,,medium,automated,False
account_signin_001,"@AppleSupport windows 7 running google chrome,  I have tried ie 11 also,   IE is a new browser as I normally use chrome  I login using username and passwrod,  two factor sends a message to my phone,  then appears to login only to drop me back to the contacting server error",,validation,account_signin,candidate_label,"@684185 Thanks for those details. Do you have any other devices signed into iCloud currently? If so, are they throwing up a server error when attempting to connect to your iCloud mail?",historical_response,0.85,,,,medium,automated,False
account_signin_002,"@AppleSupport I put my id account and my password but doesn't work it's tell me the id removed, i can't use the id to open the icloud. Can you help me by the serial number to open icloud?",,validation,account_signin,candidate_label,@572887 Please meet with us in DM and we'll provide additional info about this. You can do that by using the link below: https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
account_signin_003,@AppleSupport my problem is that it says it wrong so I can't sign in to my Apple ID,,validation,account_signin,candidate_label,"@758992 DM us where you're trying to sign in, and we'll continue there. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
account_signin_004,@AppleSupport @YahooCare unable to send yahoo emails from apple email. Every time error msg username &amp; password incorrect. Tried everything still doesn’t work. What’s the solution?,,validation,account_signin,candidate_label,@131395 Thanks for reaching out. Which iOS version are you currently running? You can find that from Settings &gt; General &gt; About. Does this happen with any other mail accounts? DM us more info an,historical_response,0.85,,,,medium,automated,False
account_signin_005,@AppleSupport is icloud down? I can't login at https://t.co/AIlhhqAS1i on pc or sign in on a new iphone with multiple accounts.,,validation,account_signin,candidate_label,@684421 We'd like to take a further look at this with you. Please meet us in DM to continue. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
account_signin_006,@AppleSupport No error messages but the update/download button shows that it’s getting ready to download the app but it never actually does. On some cases the security authentication for downloading the app pops up after a few minutes or sometimes never at all.,,validation,account_signin,candidate_label,"@691104 Have you tried both Wi-Fi and cell data? Has the device been restarted since it happened? If not, let's do that using these steps: https://t.co/OWRDHWSt4h

We'll find out what's going on and h",historical_response,0.85,,,,medium,automated,False
account_signin_007,"@AppleSupport 11.1.1 update has made wifi nearly non-existent on my phone. Can't find networks previously found, signals weak, tells me the password is wrong (it's not), won't reconnect... I might as well not have wifi. I can't be the only one.",,validation,account_signin,candidate_label,"@756150 We know how important connecting your Wi-Fi is and want to help. You can update to the newest version, iOS 11.1.2.  You want to make sure to back up your iPhone before updating. This article e",historical_response,0.85,,,,medium,automated,False
account_signin_008,@AppleSupport I can’t access my locked notes since upgrading to iPhone X. It’s asking for a password which I have never set; Face ID is not working. Please advise.,,validation,account_signin,candidate_label,"@677365 We'd like to discuss this together. For issues with locked notes, were these originally made on another iPhone? Do you still have this iPhone? If so, try entering in the password you believe i",historical_response,0.85,,,,medium,automated,False
account_signin_009,"@AppleSupport I have MacBook Air, 10.12.6 and iPhone 5, apple ID __email__. IMessage and iCal no?t synching. Can't fine out what I'm missing. Suggestions",,validation,account_signin,candidate_label,@713698 We are always happy to help out. Let's start with the calendar issue. Which iOS version is installed on the iPhone? When did you first notice they weren't syncing? Has a restart been tried? DM,historical_response,0.85,,,,medium,automated,False
account_signin_010,So iCloud just inexplicably locked up all of my photos @AppleSupport. Let’s discuss.,,validation,account_signin,candidate_label,"@370019 We'll be happy to get you pointed in the right direction. For help with Photos, connect with an Advisor here: https://t.co/IBIY3vMgPj",historical_response,0.85,,,,medium,automated,False
account_signin_011,"@AppleSupport I can't see what iCloud drive is doing right now; I don't see network traffic. I would just appreciate if I could take back control and simply stop the process, or pause iCloud from doing whatever it is doing. Can I do that, and how? Thank you!",,validation,account_signin,candidate_label,"@697910 Let’s keep working together on this behavior. To verify, how long has this been happening? If you click on the network tab in the Activity Monitor, does it show any further details about the b",historical_response,0.85,,,,medium,automated,False
account_signin_012,@AppleSupport how do I get iMessages to work on my MacBook Pro again? It won't let me login,,validation,account_signin,candidate_label,"@407328 We're glad to help get your iMessages working on your Mac again. Meet us in DM with some details, such as the exact version of macOS you're using, what happened when your iMessages stopped wor",historical_response,0.85,,,,medium,automated,False
account_signin_013,"@AppleSupport my phone updated itself, and the hello screen is on. i've tried my apple id too many times and locked myself out :/",,validation,account_signin,candidate_label,"@775113 Got it. If your Apple ID has been disabled, check out this link and let us know if it helps: https://t.co/HH37urdbz9",historical_response,0.85,,,,medium,automated,False
account_signin_014,@AppleSupport Locked as in password locked with a 4 code.  She originally had a password on it (1234) which now won't work.  iTunes on any computer doesn't send error messages it just doesn't connect to the iPad or do anything.  The iPad will charge like normal,,validation,account_signin,candidate_label,"@672552 Got it, we can help with a forgotten passcode. Check out and follow the steps here: https://t.co/F1QfwW1u1N",historical_response,0.85,,,,medium,automated,False
account_signin_015,@AppleSupport My Apple ID it says it was locked for security reasons but it won’t let me unlock it :( @AppleSupport I’m dying here !! Help !!,,validation,account_signin,candidate_label,@666593 We're very glad you contacted us for assistance. We would recommend taking a look at this article to help you out: https://t.co/HH37urdbz9,historical_response,0.85,,,,medium,automated,False
account_signin_016,When you suddenly can't sign into your #iCloud account &amp; @AppleSupport wants you to report the problem...by signing into your iCloud account.,,validation,account_signin,candidate_label,@684193 We'd be happy to help out with this. Send us a DM. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
account_signin_017,"@AppleSupport hey guys, I’m unable to sign in to iCloud from any device, getting server errors and have tried different wifi/data. Any ideas?",,validation,account_signin,candidate_label,"@684414 Hi there! We'd love to help out. There was a short outage but the issue should be resolved now. Let's restart your devices and try again. If the issue continues, let us know. You can see the s",historical_response,0.85,,,,medium,automated,False
account_signin_018,Can't remember my apple ID password. Request verification code to my phone.  Code sent.  Apple ignores it.  And repeat ad nauseum. Totally pissed off with this now @AppleSupport just want to buy a £0.99 app ffs.,,validation,account_signin,candidate_label,"@716757 We're here for you. You'll want to refer to this article for help: https://t.co/fJnZYmbI9N

If you continue to have issues, you'll want to reach out to our Apple ID team here: https://t.co/UJm",historical_response,0.85,,,,medium,automated,False
account_signin_019,"@AppleSupport A couple of days ago, iCloud account among other internet account are asking me for my password. validation process says ""an unknown error occurred"". The screenshot is on the post (by khaiman)",,validation,account_signin,candidate_label,"@742194 We want to assist you with isolating the issue, and finding a resolution. In order for us to assist you, we need a few more details from you. Please meet us here in DM, so we can continue to a",historical_response,0.85,,,,medium,automated,False
account_signin_020,"@AppleSupport is AppStore down?
Not able to login and update apps in AppStore.its Poping up to update payment info.even after updating pay info its showing error pls clarify.",,validation,account_signin,candidate_label,"@764467 Since it's been some time since you reached out, please confirm if you're still having this issue. If so, we're here for you. The App Store is up and running this morning as evidenced here: ht",historical_response,0.85,,,,medium,automated,False
account_signin_021,Phone been unusable allllll day on this spin wheel shit. It finally come back on and now I’m locked out my own iCloud for 24 hours due to @115858 phones being pieces of shit. Guess who ain’t got nobody number? 😔,,validation,account_signin,candidate_label,@758998 We'd like to help. Go ahead and DM us some more details about this and we can work together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
account_signin_022,Can't sign in to iCloud lost all contacts on my phone. Not can I access my mail. Will not work on phone but works on iPad #icloud @115858 @AppleSupport #sos,,validation,account_signin,candidate_label,"@769018 Thanks for reaching out to us. Did your iPhone log out of iCloud on its own, or was it logged out for another reason?",historical_response,0.85,,,,medium,automated,False
account_signin_023,"@AppleSupport @115858 After installing MacOS High Sierra it won’t allow me to access my homepage, it keeps bumping my password. I’ve spoken to Apple support, wiped the memory and now there’s an error message, please advise. Was on the phone for 2 hrs yesterday trying to sort this. https://t.co/xPo3PylRrx",,validation,account_signin,candidate_label,@496321 Hello. We're here to help. Please send us a DM and we'll assist from there. Thanks. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
account_signin_024,@115858 how do I block a email address with iCloud? I understand adding a new rule but I want the sender to get an error email back to them like they emailed the wrong account. How do I do that? Like block and not just go to my trash?  I don’t want to see it.,,validation,account_signin,candidate_label,"@543431 Thanks for reaching out! We can understand not wanting to see the emails at all. Although there isn’t a way to block a sender specifically, we’d recommend setting up the rule so they do not sh",historical_response,0.85,,,,medium,automated,False
billing_payment_000,"@AppleSupport I took delivery of some #BeatsX on Monday 13/11/17, I’ve used them twice and now they won’t take a charge or turn on. What can I do to solve this? #Beats #Broken #Disappointed",,validation,billing_payment,candidate_label,@725014 Let’s get you pointed in the right direction. Our @159983 team will take it from here.,historical_response,0.85,,,,medium,automated,False
billing_payment_001,@115858 @ tweet depuis son mac qu'elle vient de récupérer avec brio après plus de 5h d'attente et de téléchargement,,validation,billing_payment,candidate_label,@668820 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,historical_response,0.85,,,,medium,automated,False
billing_payment_002,"Plz halp? My brand new iPhone 5 will not synch with my 2010 Macbook Pro when i plug it in, even though it charges. Also what the hell happened to the Videos app? How do I watch home movies on my phone now?
@AppleSupport @118721",,validation,billing_payment,candidate_label,"@671116 You can definitely watch videos on your iPhone. Look on your device for the TV app, and let us know how it goes. Check out our article for info on how the app works: https://t.co/4pCF6GhFxH DM",historical_response,0.85,,,,medium,automated,False
billing_payment_003,"@AppleSupport brand new iPhone 8 has switched off by itself when I was sleeping, even though it was on charge and now won't turn on. Any reasons as to why?",,validation,billing_payment,candidate_label,@723895 We'd like to help. Check out these steps to see if it resolves it: https://t.co/8MvHMFZ83h,historical_response,0.85,,,,medium,automated,False
billing_payment_004,"@AppleSupport I am being double charged for an iPhone I returned- was told to call the store I purchased from, but the manager is not answering and there is no voicemail. Any assistance would be appreciated! Thank you.",,validation,billing_payment,candidate_label,@492321 We know the importance of getting that resolved quickly. For assistance with a return/refund you can connect with our sales team here: https://t.co/8yjRd1Xo0i,historical_response,0.85,,,,medium,automated,False
billing_payment_005,"@115858 wants to charge over $1,000 for a phone but still can’t make durable chargers 🤦‍♂️ https://t.co/b7LegeYeP1",,validation,billing_payment,candidate_label,"@564331 Let us know via DM which country you are in, then we can take a look at options for this with you from there. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
billing_payment_006,@AppleSupport Can someone please let me know why my iphone 6+ starts messing about with the screen when the phone is on charge. i am using a official iphone charger so im not sure whats the problem,,validation,billing_payment,candidate_label,@766381 We'd like to look into this with you. Send us a DM and let us know what iOS version you're running. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
billing_payment_007,my phone has been off the charger for 10 minutes and it still says it's charging... also my pictures and most of my apps aren't working. @115858 I hate u,,validation,billing_payment,candidate_label,@719321 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
billing_payment_008,@AppleSupport Yes and no error just up the top not charging and it dosent charge but some days it’s oksome it’s it’s not just fed up with taking it back to get a new one,,validation,billing_payment,candidate_label,@776001 We can continue to look into this so that we can work towards a resolution. Meet us in DM and we'll continue there. https://t.co/GDrqU2kzhr,historical_response,0.85,,,,medium,automated,False
billing_payment_009,"@AppleSupport it freezes constantly, doesn’t hold a charge, the lock button works 50% of the time. this phone is only four months old with zero cracks or water damage",,validation,billing_payment,candidate_label,@679108 Do you notice the freezing during anything more so than others? Like certain applications or functions. Do any steps you take temporarily remedy or help this like rebooting the iPhone?,historical_response,0.85,,,,medium,automated,False
billing_payment_010,"@AppleSupport iPhone 7, IOS 11.1.2 and it drains very quickly, no battery life at all! Have to charge it every couple of hours!",,validation,billing_payment,candidate_label,@778553 When did you first begin experiencing this type of battery drain? Check out your settings and make sure they are set up to provide you the best battery life. Here are some recommendations: htt,historical_response,0.85,,,,medium,automated,False
billing_payment_011,WHY DOES MY PHONE BATTERY DIE SO QUICK. I MIGHT AS WELL HAVE A LANDLINE CONSIDERING HOW OFTEN I HAVE MY PHONE ON CHARGE @115858 😩😤,,validation,billing_payment,candidate_label,@768327 We're here to help make sure you can get the battery life you expect from your iPhone. Which type of iPhone do you have and which version of the iOS is currently installed?,historical_response,0.85,,,,medium,automated,False
billing_payment_012,"@115858 3 à 4 recharges par jour pour mon iPhone ça commence à saouler, faites un petit geste commercial",,validation,billing_payment,candidate_label,@680769 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,historical_response,0.85,,,,medium,automated,False
billing_payment_013,"@AppleSupport so what is the answer for this... charger worked perfectly the night before... my phone updated on its own and now this is happening... btw, the charger works perfectly with the iPad and my wife’s phone, just my “updated” one has this issue. https://t.co/6PdcPVBnJu",,validation,billing_payment,candidate_label,"@776614 We would like to work towards answering that for you.  Which version did you update to?  You can check under Settings &gt; General &gt; About.  Also, have you restarted since this began?",historical_response,0.85,,,,medium,automated,False
billing_payment_014,@AppleSupport is it normal for an apple charger to explode after only owning for less than three days? https://t.co/GWLUoL9aGx,,validation,billing_payment,candidate_label,@739934 Hi. This is not the experience we want you to have with your new cable. DM us and tell us which country you're located in and we can go from there. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
billing_payment_015,"Dear @115858 please observe this screen recording. Initially my battery is showing 5% and now when I switch on my charger, it shows 5% again I disconnected and reconnected my charger it showed 13%. What is this bug of yours??  Please fix it. https://t.co/gVR0kzrfuf",,validation,billing_payment,candidate_label,@244904 Thank you for reaching out to us. We'd be happy to look into this with you. Can you tell us which iPhone and version of software you're currently using?,historical_response,0.85,,,,medium,automated,False
billing_payment_016,"Dear @115858 after the first #Ios11 update, my battery wasn’t happy, after the second she got pissed. 3 times a day my phone shut down and only going on with a charger in it. Help! #iphone6s",,validation,billing_payment,candidate_label,"@680108 We're sorry to hear you're having issues with battery life and we're here to help. 

To start, you're currently on iOS 11.1.1? Additionally, Do you have any apps that need updates in the App S",historical_response,0.85,,,,medium,automated,False
billing_payment_017,So my iPhone dies within 45 minutes to an hour after being fully charged. I️ don’t even have to be using it for a couple hours and I️t will go down at least 30%. @AppleSupport @115858 I️ only bought it 2 and a half years ago.,,validation,billing_payment,candidate_label,@679925  We'd love to help with your battery concerns. Part of this is ensuring you are updated with the most updated version. An update has been released to assist with the autocorrect issue. If need,historical_response,0.85,,,,medium,automated,False
billing_payment_018,"I’m really impressed with the #iPhoneX battery 😱

2days and still haven’t charget it yet

WellDone @115858",,validation,billing_payment,candidate_label,@708159 This is not the experience we want you to have with your new iPhone X. Let us help you get this sorted out. Can you tell us which iOS version you are currently using please?,historical_response,0.85,,,,medium,automated,False
billing_payment_019,"@115858 there’s been a problem with my sisters iPhone 7 like it won’t turn on or nothing even though it’s  good charged, has not been dropped",,validation,billing_payment,candidate_label,"@667037 Send us a DM please. Let us know the country you're located in, and we'll start looking into options with you. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
billing_payment_020,Hey @AppleSupport y’all are we ever gonna see a fix for the battery life after iOS 11? Or am I just gonna get used to living connected to a charger,,validation,billing_payment,candidate_label,@767543 We are here to help. DM us your exact iOS version and we can take a look at this. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
billing_payment_021,I know what you are trying to do @115858 and I am not going to buy a new phone!!! Even if I have to charge mine every 4 hours!!,,validation,billing_payment,candidate_label,@681932 We want to help with your battery concern. Join us in DM with the currently installed iOS version and we'll take a look together: https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
billing_payment_022,@AppleSupport I purchase something wrongly and i want to refund it how can i do that ?,,validation,billing_payment,candidate_label,@682308 We're here to help. You may be able to get this taken care of here: https://t.co/TnACmwZbFZ,historical_response,0.85,,,,medium,automated,False
billing_payment_023,@115948 @AppleSupport umm how do I cancel this family Apple Music subscription??? I never meant to buy it I was trying to read details!!!!,,validation,billing_payment,candidate_label,@760395 We'd like to help you manage your subscriptions with the steps in this link: https://t.co/Axn8d2wJz2,historical_response,0.85,,,,medium,automated,False
billing_payment_024,"Dear @115858, my phone doesn’t last more than 30 minutes without a charger. Please stop killing off my phone with these updates. I can’t afford a new one, I am a broke college student. 😅🙃",,validation,billing_payment,candidate_label,@772040 We certainly want your phone to last more than 30 minutes on a full charge. DM us and tell us what device and iOS version you have. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
connectivity_000,@AppleSupport my iPhone X Bluetooth connection to my car and more importantly to my Airpods keeps disconnecting when I invoke Siri. Help!,,validation,connectivity,candidate_label,"@481526 We want to help you stay connected. Which software version are you using on your iPhone X? Is this something that began when you started using your iPhone X, or did this start after you'd been",historical_response,0.85,,,,medium,automated,False
connectivity_001,@AppleSupport I have AirPods and the sound keeps dropping out if I’m in a busy populated area. They also occasionally lose connection (but appear connected) and I have to ‘disconnect’ them in the Bluetooth seetings and reconnect to get them working again.,,validation,connectivity,candidate_label,"@258312 Hi there. We want to be sure you get the most out of your AirPods. We can definitely look into this with you. 
Which device are you using with your AirPods?",historical_response,0.85,,,,medium,automated,False
connectivity_002,@115858 i turned off the Bluetooth but the pencil didn't disconnect by itself as always. Is this the new feature of ios 11 too? Because it waste pencil battery a lot,,validation,connectivity,candidate_label,@760384 Hey there! You can read about accessories paired via Bluetooth in iOS 11 here: https://t.co/G7BHuQnDS6,historical_response,0.85,,,,medium,automated,False
connectivity_003,@AppleSupport It happens randomly when we are FaceTiming eachother. We can be in the middle of the call and it randomly disconnects. Another strange thing is that we won’t be able to text eachother randomly sometimes. We know it’s not the WiFi because we can do other things and text other ppl.,,validation,connectivity,candidate_label,@413808 Have you also removed and recreated the contact at any point? Let us know in Direct Message and we'll look into this further. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
connectivity_004,@115858 really miss being able to turn off wifi and bluetooth from the control center instead of just disconnecting (usually i do this to save battery so my phone isn’t searching for networks/devices). maybe we could 3D touch to actually turn it off? https://t.co/FCPpP6vfFo,,validation,connectivity,candidate_label,@695786 We appreciate any feedback you can give us. Let us know about the features you'd like to see implemented or changed using our official feedback form online here: https://t.co/eTPVYVFyd8,historical_response,0.85,,,,medium,automated,False
connectivity_005,"@AppleSupport No, see below. My Bluetooth is on but is not connecting with my Fitbit either.. it’s actually saying it is off even though in the top corner you can see it is on https://t.co/ms8hszIIrs",,validation,connectivity,candidate_label,"@700014 So we can gather more details about your iPhone, let's move over to Direct Message. Reach back out there. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
connectivity_006,"@AppleSupport how do you completely turn off WiFi from control center. It only disconnects you from your connection, but then connects to other open networks.  Only way to do so is if I turn it off in settings... 🤔",,validation,connectivity,candidate_label,@742760 We can shed some light on that for you.  Please check out this article with the updates  in iOS 11 and Control Center: https://t.co/G7BHuQnDS6,historical_response,0.85,,,,medium,automated,False
connectivity_007,@AppleSupport I keep losing WiFi Just disconnects from my home network after a few minutes and I have to manually reselect the network. iPhone X on iOS 11.1.2,,validation,connectivity,candidate_label,@292660 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
connectivity_008,@AppleSupport The iPad mini is getting disconnected from my home network which has very strong signal.,,validation,connectivity,candidate_label,"@701329 When the disconnect occurs, does it no longer show the Wi-Fi signal bars or does it show the signal bars but unable to loads applications such as Safari? Also, have you had the chance to see i",historical_response,0.85,,,,medium,automated,False
connectivity_009,@115858 @AppleSupport my IPhone 5's bluetooth is not working and I can't connect to my Apple Watch and it's getting really annoying 😩 please help!,,validation,connectivity,candidate_label,"@142832 We're here to help. When you say the bluetooth is not working, what is exactly happening when you attempt to connect? What happens when you try to connect to your Apple Watch?",historical_response,0.85,,,,medium,automated,False
connectivity_010,"IOS 11.1 WIFI swithch is fake,close the WIFI Swithch,but iPhone Set WIFI button is open,it's disconnect wifi,not close the WIFI.It's a big bug.WHAT?@AppleSupport",,validation,connectivity,candidate_label,@669749 We'd like to take a closer look with you. Where are you turning off your Wi-Fi from: the Settings app or Control Center This link may also be helpful to you under 'Temporarily disconnect from ,historical_response,0.85,,,,medium,automated,False
connectivity_011,@115858 when you send out the next update for IOS11 can you make it we can actually turn off Bluetooth and WiFi when we swipe up instead of just disconnecting them (you to save that battery life) 🙏😬 thanks in advance,,validation,connectivity,candidate_label,@730284 We can help get you to the right place to make your suggestion. Provide your feedback here:  https://t.co/eTPVYVFyd8,historical_response,0.85,,,,medium,automated,False
connectivity_012,@AppleSupport https://t.co/XGBPN7HSYO not working. Not able to login. Keep getting connection error,,validation,connectivity,candidate_label,@684217 Let's take a look at this together. Send us a DM with the device you're currently using and we'll continue from there. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
connectivity_013,"@115858 Thanks for stuffing up my iPhone 7 Plus with your sh*tty iOS 11.1.1 update. Music not displaying properly, bluetooth disconnects etc etc etc. Do you testers actually test?? #disappointedinapple",,validation,connectivity,candidate_label,@710408 Thanks for reaching out. This is not the experience we want you to have. DM us with more details regarding what you're experiencing &amp; we'll go from there &amp; look into this together. htt,historical_response,0.85,,,,medium,automated,False
connectivity_014,My favorite part about iOS 11 is how my phone disconnects from the internet every time I turn my screen off. Great job @AppleSupport 👍🏻👍🏻,,validation,connectivity,candidate_label,@701065 That's not expected to see in iOS 11. We can help. Does this happen with both Wi-Fi and cellular connections? Or just one type of connection? Do your Bluetooth connections have the same issue?,historical_response,0.85,,,,medium,automated,False
connectivity_015,"@AppleSupport my wifi is ok. my friend has s7 edge and its all perfect him for him, i had s6 edge before wifi never disconnected.  it only happens when i bought iphone.. also for volume it doesnt work on facebook "" messenger"" app.",,validation,connectivity,candidate_label,"@756440 Make sure all apps are up to date, and send us a DM. We'll continue there. https://t.co/GDrqU22YpT",historical_response,0.85,,,,medium,automated,False
connectivity_016,@AppleSupport This new update DISCONNECTS MY INTERNET,,validation,connectivity,candidate_label,@666606 We're happy to help. Tell us more about the internet issues you're experiencing via DM. We'll go from there. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
connectivity_017,WiFi not connecting since new iOS update wtf! #apple #o2 @115858 @O2,,validation,connectivity,candidate_label,@666595 We're here to help with the Wi-Fi. Does this happen on all Wi-Fi networks?,historical_response,0.85,,,,medium,automated,False
connectivity_018,Want to chat about how #iphonex is not connecting to Bluetooth  headphones @AppleSupport or how when by all appearances on phone they are connected but no sound?,,validation,connectivity,candidate_label,@277657 We want to help! Join us in DM with additional details to get started: https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
connectivity_019,@AppleSupport Disconnecting from Bluetooth at random. But it’s only for split second but then it does it again and again.,,validation,connectivity,candidate_label,"@565557 Does this happen in multiple locations (e.g. home, work, school, etc)? We ask because we’d like to determine if there’s Bluetooth interference in a certain location.",historical_response,0.85,,,,medium,automated,False
connectivity_020,"Can’t connect iphone personal hotspot  to my macbook? Help? I’ve tried to reset and all but still can’t connect, the wifi bar just kept reloading &amp; not connecting. @AppleSupport",,validation,connectivity,candidate_label,@760764 We're happy to assist. Which iOS version are you currently running on the iPhone?  Are you able to connect other devices to hotspot?  DM us and let us know. https://t.co/GDrqU22YpT,historical_response,0.85,,,,medium,automated,False
